# Un caso por fila. dv_ms es el impulso tangencial planificado (signo = sentido); sens_m_per_mms es la separacion abierta en el encuentro por mm/s aplicado un medio periodo antes.
sigma_nav_m,sigma_obj_m,dInc_deg,vrel_ms,bplane_angle_deg,miss0_m,sens_m_per_mms,d_target_m,dv_ms,converged
100,30,45.00407427,5501.176395,46.56196472,98.99265993,-10.67015158,326.9221585,-0.01328687043,1
100,100,45.00407427,5501.176395,46.56196472,98.99265993,-10.67015158,360.8567223,-0.01514100946,1
100,300,45.00407427,5501.176395,46.56196472,98.99265993,-10.67015158,550.181229,-0.02539986384,1
250,10,45.00407427,5501.176395,46.56196472,98.99265993,-10.67015158,583.1796458,-0.02717973464,1
250,30,45.00407427,5501.176395,46.56196472,98.99265993,-10.67015158,584.5128884,-0.02725161589,1
250,100,45.00407427,5501.176395,46.56196472,98.99265993,-10.67015158,599.4002196,-0.02805410931,1
250,300,45.00407427,5501.176395,46.56196472,98.99265993,-10.67015158,713.6000497,-0.03420246091,1
4.8,10,59.06770387,7085.502767,249.9475644,239.1938862,16.38429132,169.2188872,0,1
4.8,30,59.06770387,7085.502767,249.9475644,239.1938862,16.38429132,202.643429,0,1
4.8,100,59.06770387,7085.502767,249.9475644,239.1938862,16.38429132,323.4753078,0.00501341238,1
4.8,300,59.06770387,7085.502767,249.9475644,239.1938862,16.38429132,669.8943947,0.02501971584,1
12,10,59.06770387,7085.502767,249.9475644,239.1938862,16.38429132,177.0600374,0,1
12,30,59.06770387,7085.502767,249.9475644,239.1938862,16.38429132,205.9840211,0,1
12,100,59.06770387,7085.502767,249.9475644,239.1938862,16.38429132,324.5180862,0.0050746775,1
12,300,59.06770387,7085.502767,249.9475644,239.1938862,16.38429132,670.2432716,0.02503969872,1
32.1,10,59.06770387,7085.502767,249.9475644,239.1938862,16.38429132,208.2363772,0,1
32.1,30,59.06770387,7085.502767,249.9475644,239.1938862,16.38429132,226.1146544,0,1
32.1,100,59.06770387,7085.502767,249.9475644,239.1938862,16.38429132,331.9774502,0.00551254742,1
32.1,300,59.06770387,7085.502767,249.9475644,239.1938862,16.38429132,672.7927807,0.02518572406,1
40,10,59.06770387,7085.502767,249.9475644,239.1938862,16.38429132,221.416004,0,1
40,30,59.06770387,7085.502767,249.9475644,239.1938862,16.38429132,236.6153024,0,1
40,100,59.06770387,7085.502767,249.9475644,239.1938862,16.38429132,336.6134036,0.005784358083,1
40,300,59.06770387,7085.502767,249.9475644,239.1938862,16.38429132,674.4245051,0.02527917813,1
100,10,59.06770387,7085.502767,249.9475644,239.1938862,16.38429132,324.0696574,0.005048333142,1
100,30,59.06770387,7085.502767,249.9475644,239.1938862,16.38429132,330.8375255,0.005445675308,1
100,100,59.06770387,7085.502767,249.9475644,239.1938862,16.38429132,394.9991069,0.009190349901,1
100,300,59.06770387,7085.502767,249.9475644,239.1938862,16.38429132,697.924321,0.02662472533,1
250,10,59.06770387,7085.502767,249.9475644,239.1938862,16.38429132,583.359257,0.02005758563,1
250,30,59.06770387,7085.502767,249.9475644,239.1938862,16.38429132,586.1217842,0.02021619285,1
250,100,59.06770387,7085.502767,249.9475644,239.1938862,16.38429132,616.3952856,0.02195338177,1
250,300,59.06770387,7085.502767,249.9475644,239.1938862,16.38429132,826.5508566,0.03397984942,1
4.8,10,102.7415969,11229.02901,313.9303133,148.5422049,8.708604793,168.8519858,0.002117413023,1
4.8,30,102.7415969,11229.02901,313.9303133,148.5422049,8.708604793,201.435555,0.005228787316,1
4.8,100,102.7415969,11229.02901,313.9303133,148.5422049,8.708604793,319.4014667,0.01546102016,1
4.8,300,102.7415969,11229.02901,313.9303133,148.5422049,8.708604793,657.6600755,0.0429598891,1
12,10,102.7415969,11229.02901,313.9303133,148.5422049,8.708604793,176.8006972,0.002900898793,1
12,30,102.7415969,11229.02901,313.9303133,148.5422049,8.708604793,204.8497614,0.005542357365,1
12,100,102.7415969,11229.02901,313.9303133,148.5422049,8.708604793,320.4691671,0.01555032821,1
12,300,102.7415969,11229.02901,313.9303133,148.5422049,8.708604793,658.0173543,0.04298854051,1
32.1,10,102.7415969,11229.02901,313.9303133,148.5422049,8.708604793,208.1163262,0.005840722285,1
32.1,30,102.7415969,11229.02901,313.9303133,148.5422049,8.708604793,225.2843033,0.007385988005,1
32.1,100,102.7415969,11229.02901,313.9303133,148.5422049,8.708604793,328.0981946,0.01618748862,1
32.1,300,102.7415969,11229.02901,313.9303133,148.5422049,8.708604793,660.6279098,0.04319787813,1
40,10,102.7415969,11229.02901,313.9303133,148.5422049,8.708604793,221.3181419,0.00703208203,1
40,30,102.7415969,11229.02901,313.9303133,148.5422049,8.708604793,235.8865317,0.008324286955,1
40,100,102.7415969,11229.02901,313.9303133,148.5422049,8.708604793,332.8325379,0.01658207242,1
40,300,102.7415969,11229.02901,313.9303133,148.5422049,8.708604793,662.2983821,0.0433318207,1
100,10,102.7415969,11229.02901,313.9303133,148.5422049,8.708604793,324.0295302,0.015847891,1
100,30,102.7415969,11229.02901,313.9303133,148.5422049,8.708604793,330.4896017,0.01638687615,1
100,100,102.7415969,11229.02901,313.9303133,148.5422049,8.708604793,392.131652,0.02148178831,1
100,300,102.7415969,11229.02901,313.9303133,148.5422049,8.708604793,686.3297794,0.04525782458,1
250,10,102.7415969,11229.02901,313.9303133,148.5422049,8.708604793,583.3431404,0.0369905753,1
250,30,102.7415969,11229.02901,313.9303133,148.5422049,8.708604793,585.9776328,0.03720255146,1
250,100,102.7415969,11229.02901,313.9303133,148.5422049,8.708604793,614.8954043,0.03952742684,1
250,300,102.7415969,11229.02901,313.9303133,148.5422049,8.708604793,817.1953479,0.05572251052,1
4.8,10,126.9621455,12861.69652,116.159787,134.536093,-8.007462349,169.5226024,-0.004214267911,1
4.8,30,126.9621455,12861.69652,116.159787,134.536093,-8.007462349,203.6397991,-0.008201014555,1
4.8,100,126.9621455,12861.69652,116.159787,134.536093,-8.007462349,326.834161,-0.02221793859,1
4.8,300,126.9621455,12861.69652,116.159787,134.536093,-8.007462349,679.9810604,-0.06162945301,1
12,10,126.9621455,12861.69652,116.159787,134.536093,-8.007462349,177.2765835,-0.005128088119,1
12,30,126.9621455,12861.69652,116.159787,134.536093,-8.007462349,206.9219469,-0.008580636493,1
12,100,126.9621455,12861.69652,116.159787,134.536093,-8.007462349,327.8572475,-0.02233311725,1
12,300,126.9621455,12861.69652,116.159787,134.536093,-8.007462349,680.3233018,-0.06166748749,1
32.1,10,126.9621455,12861.69652,116.159787,134.536093,-8.007462349,208.3373123,-0.008744172754,1
32.1,30,126.9621455,12861.69652,116.159787,134.536093,-8.007462349,226.8071484,-0.01086995327,1
32.1,100,126.9621455,12861.69652,116.159787,134.536093,-8.007462349,335.1821549,-0.02315740253,1
32.1,300,126.9621455,12861.69652,116.159787,134.536093,-8.007462349,682.8245813,-0.06194545898,1
40,10,126.9621455,12861.69652,116.159787,134.536093,-8.007462349,221.4983357,-0.01026040178,1
40,30,126.9621455,12861.69652,116.159787,134.536093,-8.007462349,237.2244693,-0.01206307114,1
40,100,126.9621455,12861.69652,116.159787,134.536093,-8.007462349,339.7398232,-0.02366998766,1
40,300,126.9621455,12861.69652,116.159787,134.536093,-8.007462349,684.4256772,-0.06212338744,1
100,10,126.9621455,12861.69652,116.159787,134.536093,-8.007462349,324.103452,-0.02191045578,1
100,30,126.9621455,12861.69652,116.159787,134.536093,-8.007462349,331.130086,-0.02270149062,1
100,100,126.9621455,12861.69652,116.159787,134.536093,-8.007462349,397.3887639,-0.03013739295,1
100,300,126.9621455,12861.69652,116.159787,134.536093,-8.007462349,707.5040847,-0.0646877311,1
250,10,126.9621455,12861.69652,116.159787,134.536093,-8.007462349,583.3728326,-0.05088616832,1
250,30,126.9621455,12861.69652,116.159787,134.536093,-8.007462349,586.2431754,-0.05120559327,1
250,100,126.9621455,12861.69652,116.159787,134.536093,-8.007462349,617.6550016,-0.05470023379,1
250,300,126.9621455,12861.69652,116.159787,134.536093,-8.007462349,834.3323786,-0.0787708897,1
4.8,10,83.58682655,9579.527721,339.7828787,250.5248491,5.041542851,175.2947233,0,1
4.8,30,83.58682655,9579.527721,339.7828787,250.5248491,5.041542851,222.1487853,0,1
4.8,100,83.58682655,9579.527721,339.7828787,250.5248491,5.041542851,389.0385376,0.01479463697,1
4.8,300,83.58682655,9579.527721,339.7828787,250.5248491,5.041542851,866.7299647,0.04956550326,1
12,10,83.58682655,9579.527721,339.7828787,250.5248491,5.041542851,181.6654863,0,1
12,30,83.58682655,9579.527721,339.7828787,250.5248491,5.041542851,224.621225,0,1
12,100,83.58682655,9579.527721,339.7828787,250.5248491,5.041542851,389.7963771,0.01485766626,1
12,300,83.58682655,9579.527721,339.7828787,250.5248491,5.041542851,866.9830697,0.04958294545,1
32.1,10,83.58682655,9579.527721,339.7828787,250.5248491,5.041542851,210.5139077,0,1
32.1,30,83.58682655,9579.527721,339.7828787,250.5248491,5.041542851,240.7058831,0,1
32.1,100,83.58682655,9579.527721,339.7828787,250.5248491,5.041542851,395.2784794,0.01531156979,1
32.1,300,83.58682655,9579.527721,339.7828787,250.5248491,5.041542851,868.8351357,0.04971056437,1
40,10,83.58682655,9579.527721,339.7828787,250.5248491,5.041542851,223.2850805,0,1
40,30,83.58682655,9579.527721,339.7828787,250.5248491,5.041542851,249.6811277,0,1
40,100,83.58682655,9579.527721,339.7828787,250.5248491,5.041542851,398.7374167,0.01559618442,1
40,300,83.58682655,9579.527721,339.7828787,250.5248491,5.041542851,870.0227234,0.04979238529,1
100,10,83.58682655,9579.527721,339.7828787,250.5248491,5.041542851,324.844797,0.009107203259,1
100,30,83.58682655,9579.527721,339.7828787,250.5248491,5.041542851,337.4468651,0.01029364775,1
100,100,83.58682655,9579.527721,339.7828787,250.5248491,5.041542851,445.0767739,0.01930033872,1
100,300,83.58682655,9579.527721,339.7828787,250.5248491,5.041542851,887.3145342,0.05098275928,1
250,10,83.58682655,9579.527721,339.7828787,250.5248491,5.041542851,583.6711923,0.02966677848,1
250,30,83.58682655,9579.527721,339.7828787,250.5248491,5.041542851,588.9035512,0.03004560005,1
250,100,83.58682655,9579.527721,339.7828787,250.5248491,5.041542851,644.5404963,0.03403793113,1
250,300,83.58682655,9579.527721,339.7828787,250.5248491,5.041542851,987.3366839,0.05783708446,1
4.8,10,63.00520655,7510.968392,33.71163102,252.5508586,-9.15970298,172.6699529,0,1
4.8,30,63.00520655,7510.968392,33.71163102,252.5508586,-9.15970298,213.8152088,0,1
4.8,100,63.00520655,7510.968392,33.71163102,252.5508586,-9.15970298,361.0682267,-0.008918697467,1
4.8,300,63.00520655,7510.968392,33.71163102,252.5508586,-9.15970298,782.7678934,-0.03563499545,1
12,10,63.00520655,7510.968392,33.71163102,252.5508586,-9.15970298,179.610923,0,1
12,30,63.00520655,7510.968392,33.71163102,252.5508586,-9.15970298,216.5977542,0,1
12,100,63.00520655,7510.968392,33.71163102,252.5508586,-9.15970298,361.9261105,-0.008979899222,1
12,300,63.00520655,7510.968392,33.71163102,252.5508586,-9.15970298,783.0545687,-0.03565226128,1
32.1,10,63.00520655,7510.968392,33.71163102,252.5508586,-9.15970298,209.4645841,0,1
32.1,30,63.00520655,7510.968392,33.71163102,252.5508586,-9.15970298,234.2288007,0,1
32.1,100,63.00520655,7510.968392,33.71163102,252.5508586,-9.15970298,368.1098492,-0.00941890754,1
32.1,300,63.00520655,7510.968392,33.71163102,252.5508586,-9.15970298,785.1514126,-0.03577853471,1
40,10,63.00520655,7510.968392,33.71163102,252.5508586,-9.15970298,222.4210381,0,1
40,30,63.00520655,7510.968392,33.71163102,252.5508586,-9.15970298,243.8256941,0,1
40,100,63.00520655,7510.968392,33.71163102,252.5508586,-9.15970298,371.9925141,-0.009692714545,1
40,300,63.00520655,7510.968392,33.71163102,252.5508586,-9.15970298,786.4951586,-0.03585944231,1
100,10,63.00520655,7510.968392,33.71163102,252.5508586,-9.15970298,324.4844026,-0.006226635611,1
100,30,63.00520655,7510.968392,33.71163102,252.5508586,-9.15970298,334.3997312,-0.006974247917,1
100,100,63.00520655,7510.968392,33.71163102,252.5508586,-9.15970298,422.9114808,-0.01317840218,1
100,300,63.00520655,7510.968392,33.71163102,252.5508586,-9.15970298,805.9924443,-0.03703221366,1
250,10,63.00520655,7510.968392,33.71163102,252.5508586,-9.15970298,583.5260162,-0.0234706009,1
250,30,63.00520655,7510.968392,33.71163102,252.5508586,-9.15970298,587.6108555,-0.02372452915,1
250,100,63.00520655,7510.968392,33.71163102,252.5508586,-9.15970298,631.6437234,-0.02644647653,1
250,300,63.00520655,7510.968392,33.71163102,252.5508586,-9.15970298,916.698172,-0.04365604894,1
4.8,10,28.50061958,3538.290853,2.744585302,286.8384915,-0.8386510184,166.6515522,0,1
4.8,30,28.50061958,3538.290853,2.744585302,286.8384915,-0.8386510184,194.0738893,0,1
4.8,100,28.50061958,3538.290853,2.744585302,286.8384915,-0.8386510184,294.5148403,-0.002811222714,1
4.8,300,28.50061958,3538.290853,2.744585302,286.8384915,-0.8386510184,582.9063313,-0.02524682703,1
12,10,28.50061958,3538.290853,2.744585302,286.8384915,-0.8386510184,175.3012686,0,1
12,30,28.50061958,3538.290853,2.744585302,286.8384915,-0.8386510184,198.0144532,0,1
12,100,28.50061958,3538.290853,2.744585302,286.8384915,-0.8386510184,295.7649446,-0.003077727737,1
12,300,28.50061958,3538.290853,2.744585302,286.8384915,-0.8386510184,583.3252493,-0.02527137761,1
32.1,10,28.50061958,3538.290853,2.744585302,286.8384915,-0.8386510184,207.4402663,0,1
32.1,30,28.50061958,3538.290853,2.744585302,286.8384915,-0.8386510184,220.4600434,0,1
32.1,100,28.50061958,3538.290853,2.744585302,286.8384915,-0.8386510184,304.6177515,-0.004613572026,1
32.1,300,28.50061958,3538.290853,2.744585302,286.8384915,-0.8386510184,586.3828613,-0.02545039938,1
40,10,28.50061958,3538.290853,2.744585302,286.8384915,-0.8386510184,220.7683135,0,1
40,30,28.50061958,3538.290853,2.744585302,286.8384915,-0.8386510184,231.6908056,0,1
40,100,28.50061958,3538.290853,2.744585302,286.8384915,-0.8386510184,310.0481774,-0.005381770255,1
40,300,28.50061958,3538.290853,2.744585302,286.8384915,-0.8386510184,588.3363682,-0.02556462272,1
100,10,28.50061958,3538.290853,2.744585302,286.8384915,-0.8386510184,323.8049314,-0.00703494571,1
100,30,28.50061958,3538.290853,2.744585302,286.8384915,-0.8386510184,328.5311954,-0.007540121913,1
100,100,28.50061958,3538.290853,2.744585302,286.8384915,-0.8386510184,375.4227563,-0.01171816186,1
100,300,28.50061958,3538.290853,2.744585302,286.8384915,-0.8386510184,616.1960657,-0.02718147122,1
250,10,28.50061958,3538.290853,2.744585302,286.8384915,-0.8386510184,583.252991,-0.02526714333,1
250,30,28.50061958,3538.290853,2.744585302,286.8384915,-0.8386510184,585.1705272,-0.02537945312,1
250,100,28.50061958,3538.290853,2.744585302,286.8384915,-0.8386510184,606.4158401,-0.02661634483,1
250,300,28.50061958,3538.290853,2.744585302,286.8384915,-0.8386510184,762.2407792,-0.03538948544,1
4.8,10,111.4736137,11879.56513,131.0826077,150.9624426,-8.297070645,177.3546969,-0.002921359941,1
4.8,30,111.4736137,11879.56513,131.0826077,150.9624426,-8.297070645,228.6228656,-0.008103099365,1
4.8,100,111.4736137,11879.56513,131.0826077,150.9624426,-8.297070645,410.7394568,-0.02502168846,1
4.8,300,111.4736137,11879.56513,131.0826077,150.9624426,-8.297070645,931.8648344,-0.07139266692,1
12,10,111.4736137,11879.56513,131.0826077,150.9624426,-8.297070645,183.3340583,-0.003550776301,1
12,30,111.4736137,11879.56513,131.0826077,150.9624426,-8.297070645,230.8976822,-0.008324691273,1
12,100,111.4736137,11879.56513,131.0826077,150.9624426,-8.297070645,411.4343978,-0.02508458538,1
12,300,111.4736137,11879.56513,131.0826077,150.9624426,-8.297070645,932.0968605,-0.07141316052,1
32.1,10,111.4736137,11879.56513,131.0826077,150.9624426,-8.297070645,211.403497,-0.006407558615,1
32.1,30,111.4736137,11879.56513,131.0826077,150.9624426,-8.297070645,245.9357337,-0.009777858972,1
32.1,100,111.4736137,11879.56513,131.0826077,150.9624426,-8.297070645,416.471714,-0.02554030228,1
32.1,300,111.4736137,11879.56513,131.0826077,150.9624426,-8.297070645,933.7950811,-0.07156315323,1
40,10,111.4736137,11879.56513,131.0826077,150.9624426,-8.297070645,224.0213445,-0.007653267111,1
40,30,111.4736137,11879.56513,131.0826077,150.9624426,-8.297070645,254.4626009,-0.01059389642,1
40,100,111.4736137,11879.56513,131.0826077,150.9624426,-8.297070645,419.6589408,-0.02582847215,1
40,300,111.4736137,11879.56513,131.0826077,150.9624426,-8.297070645,934.8843859,-0.07165936274,1
100,10,111.4736137,11879.56513,131.0826077,150.9624426,-8.297070645,325.1546729,-0.01721070462,1
100,30,111.4736137,11879.56513,131.0826077,150.9624426,-8.297070645,340.0327208,-0.01857993228,1
100,100,111.4736137,11879.56513,131.0826077,150.9624426,-8.297070645,462.9152351,-0.02972775382,1
100,300,111.4736137,11879.56513,131.0826077,150.9624426,-8.297070645,950.7768099,-0.07306286902,1
250,10,111.4736137,11879.56513,131.0826077,150.9624426,-8.297070645,583.7962188,-0.04054329325,1
250,30,111.4736137,11879.56513,131.0826077,150.9624426,-8.297070645,590.0141304,-0.0410973602,1
250,100,111.4736137,11879.56513,131.0826077,150.9624426,-8.297070645,655.3869254,-0.04691324294,1
250,300,111.4736137,11879.56513,131.0826077,150.9624426,-8.297070645,1043.72451,-0.08126654438,1
4.8,10,26.50379446,3294.997247,145.5584459,209.4483809,-10.28618197,171.9883534,0,1
4.8,30,26.50379446,3294.997247,145.5584459,209.4483809,-10.28618197,211.6313976,-0.000194880027,1
4.8,100,26.50379446,3294.997247,145.5584459,209.4483809,-10.28618197,353.7299404,-0.009684230525,1
4.8,300,26.50379446,3294.997247,145.5584459,209.4483809,-10.28618197,760.73729,-0.03165498302,1
12,10,26.50379446,3294.997247,145.5584459,209.4483809,-10.28618197,179.0923991,0,1
12,30,26.50379446,3294.997247,145.5584459,209.4483809,-10.28618197,214.5082101,-0.0004456116532,1
12,100,26.50379446,3294.997247,145.5584459,209.4483809,-10.28618197,354.618593,-0.009735997643,1
12,300,26.50379446,3294.997247,145.5584459,209.4483809,-10.28618197,761.0343013,-0.03167048462,1
32.1,10,26.50379446,3294.997247,145.5584459,209.4483809,-10.28618197,209.208088,0,1
32.1,30,26.50379446,3294.997247,145.5584459,209.4483809,-10.28618197,232.5865556,-0.001901897168,1
32.1,100,26.50379446,3294.997247,145.5584459,209.4483809,-10.28618197,361.0165837,-0.01010752978,1
32.1,300,26.50379446,3294.997247,145.5584459,209.4483809,-10.28618197,763.2064476,-0.03178384318,1
40,10,26.50379446,3294.997247,145.5584459,209.4483809,-10.28618197,222.2105788,-0.001088140592,1
40,30,26.50379446,3294.997247,145.5584459,209.4483809,-10.28618197,242.3542591,-0.002627334991,1
40,100,26.50379446,3294.997247,145.5584459,209.4483809,-10.28618197,365.0273671,-0.01033942812,1
40,300,26.50379446,3294.997247,145.5584459,209.4483809,-10.28618197,764.5981756,-0.03185646456,1
100,10,26.50379446,3294.997247,145.5584459,209.4483809,-10.28618197,324.397155,-0.007949756729,1
100,30,26.50379446,3294.997247,145.5584459,209.4483809,-10.28618197,333.6554088,-0.008503061583,1
100,100,26.50379446,3294.997247,145.5584459,209.4483809,-10.28618197,417.276577,-0.01330261465,1
100,300,26.50379446,3294.997247,145.5584459,209.4483809,-10.28618197,784.7683967,-0.03290818019,1
250,10,26.50379446,3294.997247,145.5584459,209.4483809,-10.28618197,583.4909084,-0.02232594572,1
250,30,26.50379446,3294.997247,145.5584459,209.4483809,-10.28618197,587.2977352,-0.0225284778,1
250,100,26.50379446,3294.997247,145.5584459,209.4483809,-10.28618197,628.4733729,-0.02471165612,1
250,300,26.50379446,3294.997247,145.5584459,209.4483809,-10.28618197,898.6193408,-0.03882149449,1
4.8,10,21.46684588,2677.016741,32.95135554,138.0009236,-9.027621092,173.5805707,-0.002743094637,1
4.8,30,21.46684588,2677.016741,32.95135554,138.0009236,-9.027621092,216.7190364,-0.005460809199,1
4.8,100,21.46684588,2677.016741,32.95135554,138.0009236,-9.027621092,370.8199523,-0.0139803084,1
4.8,300,21.46684588,2677.016741,32.95135554,138.0009236,-9.027621092,812.0423717,-0.0367161987,1
12,10,21.46684588,2677.016741,32.95135554,138.0009236,-9.027621092,180.3137479,-0.003192631518,1
12,30,21.46684588,2677.016741,32.95135554,138.0009236,-9.027621092,219.3852277,-0.005619442084,1
12,100,21.46684588,2677.016741,32.95135554,138.0009236,-9.027621092,371.6400941,-0.0140237879,1
12,300,21.46684588,2677.016741,32.95135554,138.0009236,-9.027621092,812.316376,-0.03673013882,1
32.1,10,21.46684588,2677.016741,32.95135554,138.0009236,-9.027621092,209.8176672,-0.00504642293,1
32.1,30,21.46684588,2677.016741,32.95135554,138.0009236,-9.027621092,236.4496375,-0.006618443282,1
32.1,100,21.46684588,2677.016741,32.95135554,138.0009236,-9.027621092,377.560017,-0.01433732681,1
32.1,300,21.46684588,2677.016741,32.95135554,138.0009236,-9.027621092,814.3208652,-0.03683211529,1
40,10,21.46684588,2677.016741,32.95135554,138.0009236,-9.027621092,222.7112324,-0.005816286247,1
40,30,21.46684588,2677.016741,32.95135554,138.0009236,-9.027621092,245.8243697,-0.007157140158,1
40,100,21.46684588,2677.016741,32.95135554,138.0009236,-9.027621092,381.2840922,-0.0145343014,1
40,300,21.46684588,2677.016741,32.95135554,138.0009236,-9.027621092,815.6057256,-0.0368974786,1
100,10,21.46684588,2677.016741,32.95135554,138.0009236,-9.027621092,324.6050495,-0.01151066039,1
100,30,21.46684588,2677.016741,32.95135554,138.0009236,-9.027621092,335.4246742,-0.01209271436,1
100,100,21.46684588,2677.016741,32.95135554,138.0009236,-9.027621092,430.5215345,-0.0171222068,1
100,300,21.46684588,2677.016741,32.95135554,138.0009236,-9.027621092,834.2740547,-0.03784693678,1
250,10,21.46684588,2677.016741,32.95135554,138.0009236,-9.027621092,583.5745879,-0.02504477711,1
250,30,21.46684588,2677.016741,32.95135554,138.0009236,-9.027621092,588.0437305,-0.02527436852,1
250,100,21.46684588,2677.016741,32.95135554,138.0009236,-9.027621092,635.9962256,-0.02773367021,1
250,300,21.46684588,2677.016741,32.95135554,138.0009236,-9.027621092,941.0315935,-0.04326924797,1
4.8,10,76.00632419,8850.163391,290.4592449,230.3860717,14.81232812,165.6551697,0,1
4.8,30,76.00632419,8850.163391,290.4592449,230.3860717,14.81232812,190.6546313,0,1
4.8,100,76.00632419,8850.163391,290.4592449,230.3860717,14.81232812,282.9118273,0.003473537127,1
4.8,300,76.00632419,8850.163391,290.4592449,230.3860717,14.81232812,548.0414858,0.0204741251,1
12,10,76.00632419,8850.163391,290.4592449,230.3860717,14.81232812,174.6569329,0,1
12,30,76.00632419,8850.163391,290.4592449,230.3860717,14.81232812,194.8963144,0,1
12,100,76.00632419,8850.163391,290.4592449,230.3860717,14.81232812,284.2700034,0.003562426459,1
12,300,76.00632419,8850.163391,290.4592449,230.3860717,14.81232812,548.497057,0.02050303153,1
32.1,10,76.00632419,8850.163391,290.4592449,230.3860717,14.81232812,207.1593766,0,1
32.1,30,76.00632419,8850.163391,290.4592449,230.3860717,14.81232812,218.3733065,0,1
32.1,100,76.00632419,8850.163391,290.4592449,230.3860717,14.81232812,293.8320681,0.004187228497,1
32.1,300,76.00632419,8850.163391,290.4592449,230.3860717,14.81232812,551.8197785,0.02071384556,1
40,10,76.00632419,8850.163391,290.4592449,230.3860717,14.81232812,220.5405156,0,1
40,30,76.00632419,8850.163391,290.4592449,230.3860717,14.81232812,229.8979289,0,1
40,100,76.00632419,8850.163391,290.4592449,230.3860717,14.81232812,299.6543812,0.004566853019,1
40,300,76.00632419,8850.163391,290.4592449,230.3860717,14.81232812,553.9404714,0.02084838105,1
100,10,76.00632419,8850.163391,290.4592449,230.3860717,14.81232812,323.7123034,0.006129778504,1
100,30,76.00632419,8850.163391,290.4592449,230.3860717,14.81232812,327.7179761,0.006389215749,1
100,100,76.00632419,8850.163391,290.4592449,230.3860717,14.81232812,368.1660694,0.008998762024,1
100,300,76.00632419,8850.163391,290.4592449,230.3860717,14.81232812,584.0137146,0.02275507639,1
250,10,76.00632419,8850.163391,290.4592449,230.3860717,14.81232812,583.2158404,0.02270451563,1
250,30,76.00632419,8850.163391,290.4592449,230.3860717,14.81232812,584.8375318,0.02280727974,1
250,100,76.00632419,8850.163391,290.4592449,230.3860717,14.81232812,602.8757377,0.023949974,1
250,300,76.00632419,8850.163391,290.4592449,230.3860717,14.81232812,738.1053515,0.03250004345,1
4.8,10,24.8332594,3090.687162,266.4705962,93.09295176,18.36153949,173.7796745,0.004091287485,1
4.8,30,24.8332594,3090.687162,266.4705962,93.09295176,18.36153949,217.3520323,0.006299406964,1
4.8,100,24.8332594,3090.687162,266.4705962,93.09295176,18.36153949,372.9448625,0.01418260819,1
4.8,300,24.8332594,3090.687162,266.4705962,93.09295176,18.36153949,818.4210841,0.03674964177,1
12,10,24.8332594,3090.687162,266.4705962,93.09295176,18.36153949,180.4688844,0.00443030648,1
12,30,24.8332594,3090.687162,266.4705962,93.09295176,18.36153949,219.9941159,0.006433288076,1
12,100,24.8332594,3090.687162,266.4705962,93.09295176,18.36153949,373.7572161,0.01422376314,1
12,300,24.8332594,3090.687162,266.4705962,93.09295176,18.36153949,818.6924746,0.03676338954,1
32.1,10,24.8332594,3090.687162,266.4705962,93.09295176,18.36153949,209.8964349,0.005921606734,1
32.1,30,24.8332594,3090.687162,266.4705962,93.09295176,18.36153949,236.9390951,0.007291909581,1
32.1,100,24.8332594,3090.687162,266.4705962,93.09295176,18.36153949,379.6225636,0.01452090919,1
32.1,300,24.8332594,3090.687162,266.4705962,93.09295176,18.36153949,820.6779075,0.03686396516,1
40,10,24.8332594,3090.687162,266.4705962,93.09295176,18.36153949,222.7760463,0.006574254435,1
40,30,24.8332594,3090.687162,266.4705962,93.09295176,18.36153949,246.266174,0.00776450784,1
40,100,24.8332594,3090.687162,266.4705962,93.09295176,18.36153949,383.3137196,0.01470790737,1
40,300,24.8332594,3090.687162,266.4705962,93.09295176,18.36153949,821.9506125,0.03692843628,1
100,10,24.8332594,3090.687162,266.4705962,93.09295176,18.36153949,324.6320501,0.01173497145,1
100,30,24.8332594,3090.687162,266.4705962,93.09295176,18.36153949,335.6533766,0.01229334509,1
100,100,24.8332594,3090.687162,266.4705962,93.09295176,18.36153949,432.1972568,0.01718437004,1
100,300,24.8332594,3090.687162,266.4705962,93.09295176,18.36153949,840.4474098,0.03786542369,1
250,10,24.8332594,3090.687162,266.4705962,93.09295176,18.36153949,583.5854621,0.02485351207,1
250,30,24.8332594,3090.687162,266.4705962,93.09295176,18.36153949,588.1405896,0.02508426539,1
250,100,24.8332594,3090.687162,266.4705962,93.09295176,18.36153949,636.9653907,0.02755761896,1
250,300,24.8332594,3090.687162,266.4705962,93.09295176,18.36153949,946.3778159,0.04323149611,1
4.8,10,119.5738939,12421.46687,186.5443177,63.86508665,0.957845926,178.1734551,0.01560467639,1
4.8,30,119.5738939,12421.46687,186.5443177,63.86508665,0.957845926,231.1833244,0.0210873842,1
4.8,100,119.5738939,12421.46687,186.5443177,63.86508665,0.957845926,419.3166859,0.039967135,1
4.8,300,119.5738939,12421.46687,186.5443177,63.86508665,0.957845926,957.607786,0.0931170224,1
12,10,119.5738939,12421.46687,186.5443177,63.86508665,0.957845926,184.009169,0.0162167385,1
12,30,119.5738939,12421.46687,186.5443177,63.86508665,0.957845926,233.3883215,0.02131255758,1
12,100,119.5738939,12421.46687,186.5443177,63.86508665,0.957845926,419.9895504,0.04003400602,1
