# Un caso por fila. dv_ms es el impulso tangencial planificado (signo = sentido); sens_m_per_mms es la separacion abierta en el encuentro por mm/s aplicado un medio periodo antes.
sigma_nav_m,sigma_obj_m,dInc_deg,vrel_ms,bplane_angle_deg,miss0_m,sens_m_per_mms,d_target_m,dv_ms,converged
32.1,10,147.431158,13797.36926,104.3879515,262.9397278,-5.496166783,210.8551754,0,1
32.1,30,147.431158,13797.36926,104.3879515,262.9397278,-5.496166783,242.7379717,0,1
32.1,100,147.431158,13797.36926,104.3879515,262.9397278,-5.496166783,403.5812841,-0.02529207783,1
32.1,300,147.431158,13797.36926,104.3879515,262.9397278,-5.496166783,894.312682,-0.1122607563,1
40,10,147.431158,13797.36926,104.3879515,262.9397278,-5.496166783,223.5671284,0,1
40,30,147.431158,13797.36926,104.3879515,262.9397278,-5.496166783,251.5337451,0,1
40,100,147.431158,13797.36926,104.3879515,262.9397278,-5.496166783,406.9284679,-0.02588956997,1
40,300,147.431158,13797.36926,104.3879515,262.9397278,-5.496166783,895.4596828,-0.1124633626,1
100,10,147.431158,13797.36926,104.3879515,262.9397278,-5.496166783,324.9632029,-0.01121066658,1
100,30,147.431158,13797.36926,104.3879515,262.9397278,-5.496166783,338.4385878,-0.01363211109,1
100,100,147.431158,13797.36926,104.3879515,262.9397278,-5.496166783,452.0136381,-0.03392605174,1
100,300,147.431158,13797.36926,104.3879515,262.9397278,-5.496166783,912.1746116,-0.1154157342,1
250,10,147.431158,13797.36926,104.3879515,262.9397278,-5.496166783,583.718944,-0.0573185959,1
250,30,147.431158,13797.36926,104.3879515,262.9397278,-5.496166783,589.3280112,-0.05831293038,1
250,100,147.431158,13797.36926,104.3879515,262.9397278,-5.496166783,648.710575,-0.06883321251,1
250,300,147.431158,13797.36926,104.3879515,262.9397278,-5.496166783,1009.307942,-0.1325673878,1
4.8,10,112.4886109,11950.77779,200.4812035,232.3864636,3.85303987,165.7735802,0,1
4.8,30,112.4886109,11950.77779,200.4812035,232.3864636,3.85303987,191.0644917,0,1
4.8,100,112.4886109,11950.77779,200.4812035,232.3864636,3.85303987,284.3045163,0.009016330176,1
4.8,300,112.4886109,11950.77779,200.4812035,232.3864636,3.85303987,552.2267617,0.03789335983,1
12,10,112.4886109,11950.77779,200.4812035,232.3864636,3.85303987,174.7322832,0,1
12,30,112.4886109,11950.77779,200.4812035,232.3864636,3.85303987,195.2677863,0,1
12,100,112.4886109,11950.77779,200.4812035,232.3864636,3.85303987,285.6487489,0.009201505669,1
12,300,112.4886109,11950.77779,200.4812035,232.3864636,3.85303987,552.6775978,0.03793700109,1
32.1,10,112.4886109,11950.77779,200.4812035,232.3864636,3.85303987,207.191921,0,1
32.1,30,112.4886109,11950.77779,200.4812035,232.3864636,3.85303987,218.6178,0,1
32.1,100,112.4886109,11950.77779,200.4812035,232.3864636,3.85303987,295.1199955,0.0104743284,1
32.1,300,112.4886109,11950.77779,200.4812035,232.3864636,3.85303987,555.9661043,0.0382551346,1
40,10,112.4886109,11950.77779,200.4812035,232.3864636,3.85303987,220.5668891,0,1
40,30,112.4886109,11950.77779,200.4812035,232.3864636,3.85303987,230.1072561,0,1
40,100,112.4886109,11950.77779,200.4812035,232.3864636,3.85303987,300.8926211,0.01122598782,1
40,300,112.4886109,11950.77779,200.4812035,232.3864636,3.85303987,558.0652494,0.03845802982,1
100,10,112.4886109,11950.77779,200.4812035,232.3864636,3.85303987,323.7230147,0.01406086258,1
100,30,112.4886109,11950.77779,200.4812035,232.3864636,3.85303987,327.8121832,0.01454970563,1
100,100,112.4886109,11950.77779,200.4812035,232.3864636,3.85303987,369.0173123,0.01925228068,1
100,300,112.4886109,11950.77779,200.4812035,232.3864636,3.85303987,587.8552818,0.04132349044,1
250,10,112.4886109,11950.77779,200.4812035,232.3864636,3.85303987,583.2201355,0.04087925871,1
250,30,112.4886109,11950.77779,200.4812035,232.3864636,3.85303987,584.8760427,0.04103802535,1
250,100,112.4886109,11950.77779,200.4812035,232.3864636,3.85303987,603.286425,0.04279848816,1
250,300,112.4886109,11950.77779,200.4812035,232.3864636,3.85303987,740.9460617,0.05575324972,1
4.8,10,48.88942086,5948.189705,66.4408968,180.5601561,-16.42981174,172.1054588,0,1
4.8,30,48.88942086,5948.189705,66.4408968,180.5601561,-16.42981174,212.0072719,-0.001839630329,1
4.8,100,48.88942086,5948.189705,66.4408968,180.5601561,-16.42981174,354.9932945,-0.009896487418,1
4.8,300,48.88942086,5948.189705,66.4408968,180.5601561,-16.42981174,764.5301433,-0.0323682295,1
12,10,48.88942086,5948.189705,66.4408968,180.5601561,-16.42981174,179.1810094,0,1
12,30,48.88942086,5948.189705,66.4408968,180.5601561,-16.42981174,214.8674169,-0.002004849968,1
12,100,48.88942086,5948.189705,66.4408968,180.5601561,-16.42981174,355.876494,-0.009945506311,1
12,300,48.88942086,5948.189705,66.4408968,180.5601561,-16.42981174,764.8253224,-0.0323843409,1
32.1,10,48.88942086,5948.189705,66.4408968,180.5601561,-16.42981174,209.2516777,-0.001680171282,1
32.1,30,48.88942086,5948.189705,66.4408968,180.5601561,-16.42981174,232.8674349,-0.003038640738,1
32.1,100,48.88942086,5948.189705,66.4408968,180.5601561,-16.42981174,362.236568,-0.01029834705,1
32.1,300,48.88942086,5948.189705,66.4408968,180.5601561,-16.42981174,766.9841222,-0.0325021704,1
40,10,48.88942086,5948.189705,66.4408968,180.5601561,-16.42981174,222.2463238,-0.002429828983,1
40,30,48.88942086,5948.189705,66.4408968,180.5601561,-16.42981174,242.605517,-0.00359421086,1
40,100,48.88942086,5948.189705,66.4408968,180.5601561,-16.42981174,366.2247229,-0.01051946718,1
40,300,48.88942086,5948.189705,66.4408968,180.5601561,-16.42981174,768.367348,-0.0325776667,1
100,10,48.88942086,5948.189705,66.4408968,180.5601561,-16.42981174,324.4119586,-0.008195594298,1
100,30,48.88942086,5948.189705,66.4408968,180.5601561,-16.42981174,333.7818864,-0.008717528679,1
100,100,48.88942086,5948.189705,66.4408968,180.5601561,-16.42981174,418.2408075,-0.01339554436,1
100,300,48.88942086,5948.189705,66.4408968,180.5601561,-16.42981174,788.4184968,-0.0336719224,1
250,10,48.88942086,5948.189705,66.4408968,180.5601561,-16.42981174,583.4968642,-0.02247315622,1
250,30,48.88942086,5948.189705,66.4408968,180.5601561,-16.42981174,587.350868,-0.02268419073,1
250,100,48.88942086,5948.189705,66.4408968,180.5601561,-16.42981174,629.0126624,-0.02496419212,1
250,300,48.88942086,5948.189705,66.4408968,180.5601561,-16.42981174,901.7168197,-0.03985098512,1
4.8,10,100.0355356,11014.01269,284.6366222,149.1562135,12.48403148,177.3459576,0.002229792693,1
4.8,30,100.0355356,11014.01269,284.6366222,149.1562135,12.48403148,228.5954998,0.006244429353,1
4.8,100,100.0355356,11014.01269,284.6366222,149.1562135,12.48403148,410.6477698,0.02036144353,1
4.8,300,100.0355356,11014.01269,284.6366222,149.1562135,12.48403148,931.5896487,0.06052596024,1
12,10,100.0355356,11014.01269,284.6366222,149.1562135,12.48403148,183.326887,0.002700407087,1
12,30,100.0355356,11014.01269,284.6366222,149.1562135,12.48403148,230.8710862,0.006421944254,1
12,100,100.0355356,11014.01269,284.6366222,149.1562135,12.48403148,411.3429545,0.02041516816,1
12,300,100.0355356,11014.01269,284.6366222,149.1562135,12.48403148,931.8217565,0.06054383716,1
32.1,10,100.0355356,11014.01269,284.6366222,149.1562135,12.48403148,211.3996042,0.00490130132,1
32.1,30,100.0355356,11014.01269,284.6366222,149.1562135,12.48403148,245.9133077,0.007594229716,1
32.1,100,100.0355356,11014.01269,284.6366222,149.1562135,12.48403148,416.3819999,0.02080456838,1
32.1,300,100.0355356,11014.01269,284.6366222,149.1562135,12.48403148,933.5205734,0.06067467967,1
40,10,100.0355356,11014.01269,284.6366222,149.1562135,12.48403148,224.0181153,0.005887204493,1
40,30,100.0355356,11014.01269,284.6366222,149.1562135,12.48403148,254.4420059,0.008258112335,1
40,100,100.0355356,11014.01269,284.6366222,149.1562135,12.48403148,419.5702875,0.02105092826,1
40,300,100.0355356,11014.01269,284.6366222,149.1562135,12.48403148,934.6102592,0.06075860684,1
100,10,100.0355356,11014.01269,284.6366222,149.1562135,12.48403148,325.1533083,0.0137469364,1
100,30,100.0355356,11014.01269,284.6366222,149.1562135,12.48403148,340.0214003,0.01489852487,1
100,100,100.0355356,11014.01269,284.6366222,149.1562135,12.48403148,462.8388401,0.02439293469,1
100,300,100.0355356,11014.01269,284.6366222,149.1562135,12.48403148,950.5081254,0.06198303632,1
250,10,100.0355356,11014.01269,284.6366222,149.1562135,12.48403148,583.7956678,0.03372586783,1
250,30,100.0355356,11014.01269,284.6366222,149.1562135,12.48403148,590.0092415,0.03420503083,1
250,100,100.0355356,11014.01269,284.6366222,149.1562135,12.48403148,655.3396282,0.03924188577,1
250,300,100.0355356,11014.01269,284.6366222,149.1562135,12.48403148,1043.483777,0.06914328463,1
4.8,10,93.52654052,10471.90907,179.3784002,198.5959971,-0.1064774131,175.4667049,0,1
4.8,30,93.52654052,10471.90907,179.3784002,198.5959971,-0.1064774131,222.691248,-0.007157583265,1
4.8,100,93.52654052,10471.90907,179.3784002,198.5959971,-0.1064774131,390.8576882,-0.02418608857,1
4.8,300,93.52654052,10471.90907,179.3784002,198.5959971,-0.1064774131,872.1903307,-0.06119331236,1
12,10,93.52654052,10471.90907,179.3784002,198.5959971,-0.1064774131,181.8030354,0,1
12,30,93.52654052,10471.90907,179.3784002,198.5959971,-0.1064774131,225.1458418,-0.007541233021,1
12,100,93.52654052,10471.90907,179.3784002,198.5959971,-0.1064774131,391.6098218,-0.0242491077,1
12,300,93.52654052,10471.90907,179.3784002,198.5959971,-0.1064774131,872.4415227,-0.06121193505,1
32.1,10,93.52654052,10471.90907,179.3784002,198.5959971,-0.1064774131,210.5859972,-0.004941111541,1
32.1,30,93.52654052,10471.90907,179.3784002,198.5959971,-0.1064774131,241.1379588,-0.00975776758,1
32.1,100,93.52654052,10471.90907,179.3784002,198.5959971,-0.1064774131,397.0516868,-0.02470383792,1
32.1,300,93.52654052,10471.90907,179.3784002,198.5959971,-0.1064774131,874.2796309,-0.06134819845,1
40,10,93.52654052,10471.90907,179.3784002,198.5959971,-0.1064774131,223.3446185,-0.007261237092,1
40,30,93.52654052,10471.90907,179.3784002,198.5959971,-0.1064774131,250.07446,-0.01085517208,1
40,100,93.52654052,10471.90907,179.3784002,198.5959971,-0.1064774131,400.4861393,-0.02498975057,1
40,300,93.52654052,10471.90907,179.3784002,198.5959971,-0.1064774131,875.458306,-0.06143556828,1
100,10,93.52654052,10471.90907,179.3784002,198.5959971,-0.1064774131,324.8697603,-0.01844377577,1
100,30,93.52654052,10471.90907,179.3784002,198.5959971,-0.1064774131,337.6563283,-0.01959725076,1
100,100,93.52654052,10471.90907,179.3784002,198.5959971,-0.1064774131,446.5523663,-0.02875689702,1
100,300,93.52654052,10471.90907,179.3784002,198.5959971,-0.1064774131,892.6235612,-0.0627072411,1
250,10,93.52654052,10471.90907,179.3784002,198.5959971,-0.1064774131,583.6812574,-0.03950568711,1
250,30,93.52654052,10471.90907,179.3784002,198.5959971,-0.1064774131,588.9930495,-0.03991323632,1
250,100,93.52654052,10471.90907,179.3784002,198.5959971,-0.1064774131,645.4223511,-0.04421626775,1
250,300,93.52654052,10471.90907,179.3784002,198.5959971,-0.1064774131,992.015293,-0.07004772711,1
4.8,10,117.87302,12312.73986,169.8280483,216.7695545,-1.775212064,164.6024121,0,1
4.8,30,117.87302,12312.73986,169.8280483,216.7695545,-1.775212064,186.9609787,0,1
4.8,100,117.87302,12312.73986,169.8280483,216.7695545,-1.775212064,270.3335525,-0.01226586045,1
4.8,300,117.87302,12312.73986,169.8280483,216.7695545,-1.775212064,510.2339722,-0.0407735059,1
12,10,117.87302,12312.73986,169.8280483,216.7695545,-1.775212064,174.0023007,0,1
12,30,117.87302,12312.73986,169.8280483,216.7695545,-1.775212064,191.581173,0,1
12,100,117.87302,12312.73986,169.8280483,216.7695545,-1.775212064,271.8320313,-0.01249873593,1
12,300,117.87302,12312.73986,169.8280483,216.7695545,-1.775212064,510.7372933,-0.04082659278,1
32.1,10,117.87302,12312.73986,169.8280483,216.7695545,-1.775212064,206.8800531,0,1
32.1,30,117.87302,12312.73986,169.8280483,216.7695545,-1.775212064,216.243671,0,1
32.1,100,117.87302,12312.73986,169.8280483,216.7695545,-1.775212064,282.2961597,-0.01407208996,1
32.1,300,117.87302,12312.73986,169.8280483,216.7695545,-1.775212064,514.4044796,-0.04121305108,1
40,10,117.87302,12312.73986,169.8280483,216.7695545,-1.775212064,220.3143686,-0.001604331435,1
40,30,117.87302,12312.73986,169.8280483,216.7695545,-1.775212064,228.0832501,-0.004075458659,1
40,100,117.87302,12312.73986,169.8280483,216.7695545,-1.775212064,288.60391,-0.01498238391,1
40,300,117.87302,12312.73986,169.8280483,216.7695545,-1.775212064,516.7415912,-0.04145904277,1
100,10,117.87302,12312.73986,169.8280483,216.7695545,-1.775212064,323.6205934,-0.01967699526,1
100,30,117.87302,12312.73986,169.8280483,216.7695545,-1.775212064,326.9095643,-0.02009460237,1
100,100,117.87302,12312.73986,169.8280483,216.7695545,-1.775212064,360.7392794,-0.02423404657,1
100,300,117.87302,12312.73986,169.8280483,216.7695545,-1.775212064,549.6240668,-0.04489742485,1
250,10,117.87302,12312.73986,169.8280483,216.7695545,-1.775212064,583.1790743,-0.04836854488,1
250,30,117.87302,12312.73986,169.8280483,216.7695545,-1.775212064,584.5077605,-0.0485053156,1
250,100,117.87302,12312.73986,169.8280483,216.7695545,-1.775212064,599.3451278,-0.05002946217,1
250,300,117.87302,12312.73986,169.8280483,216.7695545,-1.775212064,713.2045763,-0.06157150065,1
4.8,10,91.5486404,10300.40419,356.8237981,221.0114055,0.777828344,165.0803894,0,1
4.8,30,91.5486404,10300.40419,356.8237981,221.0114055,0.777828344,188.6497517,0,1
4.8,100,91.5486404,10300.40419,356.8237981,221.0114055,0.777828344,276.090977,0.01086007353,1
4.8,300,91.5486404,10300.40419,356.8237981,221.0114055,0.777828344,527.5413227,0.03306792856,1
12,10,91.5486404,10300.40419,356.8237981,221.0114055,0.777828344,174.296052,0,1
12,30,91.5486404,10300.40419,356.8237981,221.0114055,0.777828344,193.0892481,0,1
12,100,91.5486404,10300.40419,356.8237981,221.0114055,0.777828344,277.5218196,0.01102807865,1
12,300,91.5486404,10300.40419,356.8237981,221.0114055,0.777828344,528.0216003,0.03310541382,1
32.1,10,91.5486404,10300.40419,356.8237981,221.0114055,0.777828344,207.0046327,0,1
32.1,30,91.5486404,10300.40419,356.8237981,221.0114055,0.777828344,217.2005454,0,1
32.1,100,91.5486404,10300.40419,356.8237981,221.0114055,0.777828344,287.5537876,0.0121675358,1
32.1,300,91.5486404,10300.40419,356.8237981,221.0114055,0.777828344,531.5226865,0.0333784542,1
40,10,91.5486404,10300.40419,356.8237981,221.0114055,0.777828344,220.415184,0,1
40,30,91.5486404,10300.40419,356.8237981,221.0114055,0.777828344,228.8966622,0.003412354704,1
40,100,91.5486404,10300.40419,356.8237981,221.0114055,0.777828344,293.6308271,0.01282975345,1
40,300,91.5486404,10300.40419,356.8237981,221.0114055,0.777828344,533.7555606,0.03355239411,1
100,10,91.5486404,10300.40419,356.8237981,221.0114055,0.777828344,323.6614469,0.01588251998,1
100,30,91.5486404,10300.40419,356.8237981,221.0114055,0.777828344,327.2700858,0.01623057212,1
100,100,91.5486404,10300.40419,356.8237981,221.0114055,0.777828344,364.0789912,0.01962647167,1
100,300,91.5486404,10300.40419,356.8237981,221.0114055,0.777828344,565.2930656,0.03599412796,1
250,10,91.5486404,10300.40419,356.8237981,221.0114055,0.777828344,583.1954503,0.03736900507,1
250,30,91.5486404,10300.40419,356.8237981,221.0114055,0.777828344,584.6546713,0.03748075061,1
250,100,91.5486404,10300.40419,356.8237981,221.0114055,0.777828344,600.9210734,0.03872336801,1
250,300,91.5486404,10300.40419,356.8237981,221.0114055,0.777828344,724.4286991,0.04801585557,1
4.8,10,30.09685814,3732.007748,348.7935534,270.8790779,3.625654532,169.4806911,0,1
4.8,30,30.09685814,3732.007748,348.7935534,270.8790779,3.625654532,203.5024854,0,1
4.8,100,30.09685814,3732.007748,348.7935534,270.8790779,3.625654532,326.3713488,0.006984374992,1
4.8,300,30.09685814,3732.007748,348.7935534,270.8790779,3.625654532,678.5912543,0.02925530282,1
12,10,30.09685814,3732.007748,348.7935534,270.8790779,3.625654532,177.2466021,0,1
12,30,30.09685814,3732.007748,348.7935534,270.8790779,3.625654532,206.7925694,0,1
12,100,30.09685814,3732.007748,348.7935534,270.8790779,3.625654532,327.3971045,0.007074495967,1
12,300,30.09685814,3732.007748,348.7935534,270.8790779,3.625654532,678.9343949,0.02927440339,1
32.1,10,30.09685814,3732.007748,348.7935534,270.8790779,3.625654532,208.3233,0,1
32.1,30,30.09685814,3732.007748,348.7935534,270.8790779,3.625654532,226.7113156,0,1
32.1,100,30.09685814,3732.007748,348.7935534,270.8790779,3.625654532,334.7402573,0.007704665147,1
32.1,300,30.09685814,3732.007748,348.7935534,270.8790779,3.625654532,681.4422115,0.02941394565,1
40,10,30.09685814,3732.007748,348.7935534,270.8790779,3.625654532,221.4869032,0,1
40,30,30.09685814,3732.007748,348.7935534,270.8790779,3.625654532,237.1400938,0,1
40,100,30.09685814,3732.007748,348.7935534,270.8790779,3.625654532,339.3085647,0.008084789796,1
40,300,30.09685814,3732.007748,348.7935534,270.8790779,3.625654532,683.0474596,0.02950321803,1
100,10,30.09685814,3732.007748,348.7935534,270.8790779,3.625654532,324.0987574,0.006782703089,1
100,30,30.09685814,3732.007748,348.7935534,270.8790779,3.625654532,331.0894694,0.007394519588,1
100,100,30.09685814,3732.007748,348.7935534,270.8790779,3.625654532,397.0581565,0.01238679252,1
100,300,30.09685814,3732.007748,348.7935534,270.8790779,3.625654532,706.1830581,0.03078585301,1
250,10,30.09685814,3732.007748,348.7935534,270.8790779,3.625654532,583.3709466,0.02387398141,1
250,30,30.09685814,3732.007748,348.7935534,270.8790779,3.625654532,586.2263128,0.02403815714,1
250,100,30.09685814,3732.007748,348.7935534,270.8790779,3.625654532,617.480195,0.02582244683,1
250,300,30.09685814,3732.007748,348.7935534,270.8790779,3.625654532,833.2566093,0.03772492164,1
4.8,10,52.7282592,6383.138957,152.0451615,94.95280903,-6.24954255,169.6753166,-0.005706293605,1
4.8,30,52.7282592,6383.138957,152.0451615,94.95280903,-6.24954255,204.1396597,-0.007840116529,1
4.8,100,52.7282592,6383.138957,152.0451615,94.95280903,-6.24954255,328.5187058,-0.01510371399,1
4.8,300,52.7282592,6383.138957,152.0451615,94.95280903,-6.24954255,685.03962,-0.0351047368,1
12,10,52.7282592,6383.138957,152.0451615,94.95280903,-6.24954255,177.3860929,-0.006193102564,1
12,30,52.7282592,6383.138957,152.0451615,94.95280903,-6.24954255,207.3932291,-0.008036952565,1
12,100,52.7282592,6383.138957,152.0451615,94.95280903,-6.24954255,329.532193,-0.0151615904,1
12,300,52.7282592,6383.138957,152.0451615,94.95280903,-6.24954255,685.3786277,-0.03512359503,1
32.1,10,52.7282592,6383.138957,152.0451615,94.95280903,-6.24954255,208.3885955,-0.008097047701,1
32.1,30,52.7282592,6383.138957,152.0451615,94.95280903,-6.24954255,227.1570655,-0.009220684362,1
32.1,100,52.7282592,6383.138957,152.0451615,94.95280903,-6.24954255,336.79143,-0.01557578208,1
32.1,300,52.7282592,6383.138957,152.0451615,94.95280903,-6.24954255,687.8563981,-0.03526142345,1
40,10,52.7282592,6383.138957,152.0451615,94.95280903,-6.24954255,221.5401851,-0.00888616268,1
40,30,52.7282592,6383.138957,152.0451615,94.95280903,-6.24954255,237.5327524,-0.009835246776,1
40,100,52.7282592,6383.138957,152.0451615,94.95280903,-6.24954255,341.3107638,-0.01583333976,1
40,300,52.7282592,6383.138957,152.0451615,94.95280903,-6.24954255,689.4425595,-0.03534965128,1
100,10,52.7282592,6383.138957,152.0451615,94.95280903,-6.24954255,324.1206423,-0.01485241031,1
100,30,52.7282592,6383.138957,152.0451615,94.95280903,-6.24954255,331.2787432,-0.01526130019,1
100,100,52.7282592,6383.138957,152.0451615,94.95280903,-6.24954255,398.5956724,-0.01908155387,1
100,300,52.7282592,6383.138957,152.0451615,94.95280903,-6.24954255,712.3151029,-0.0366215709,1
250,10,52.7282592,6383.138957,152.0451615,94.95280903,-6.24954255,583.3797389,-0.02944203517,1
250,30,52.7282592,6383.138957,152.0451615,94.95280903,-6.24954255,586.3049195,-0.02960522274,1
250,100,52.7282592,6383.138957,152.0451615,94.95280903,-6.24954255,618.2945743,-0.03138877109,1
250,300,52.7282592,6383.138957,152.0451615,94.95280903,-6.24954255,838.2574191,-0.04361602313,1
4.8,10,139.1527484,13470.45496,16.83587843,129.1905216,-1.96460551,165.5030435,-0.01030327285,1
4.8,30,139.1527484,13470.45496,16.83587843,129.1905216,-1.96460551,190.12654,-0.01518012337,1
4.8,100,139.1527484,13470.45496,16.83587843,129.1905216,-1.96460551,281.116573,-0.03048338792,1
4.8,300,139.1527484,13470.45496,16.83587843,129.1905216,-1.96460551,542.6462038,-0.0695577037,1
12,10,139.1527484,13470.45496,16.83587843,129.1905216,-1.96460551,174.5606262,-0.01217487493,1
12,30,139.1527484,13470.45496,16.83587843,129.1905216,-1.96460551,194.4186809,-0.01597425895,1
12,100,139.1527484,13470.45496,16.83587843,129.1905216,-1.96460551,282.4931534,-0.03070035789,1
12,300,139.1527484,13470.45496,16.83587843,129.1905216,-1.96460551,543.1080276,-0.06962487034,1
32.1,10,139.1527484,13470.45496,16.83587843,129.1905216,-1.96460551,207.1178987,-0.01825892987,1
32.1,30,139.1527484,13470.45496,16.83587843,129.1905216,-1.96460551,218.060629,-0.02016503575,1
32.1,100,139.1527484,13470.45496,16.83587843,129.1905216,-1.96460551,292.1747717,-0.03221948867,1
32.1,300,139.1527484,13470.45496,16.83587843,129.1905216,-1.96460551,546.4759152,-0.07011459457,1
40,10,139.1527484,13470.45496,16.83587843,129.1905216,-1.96460551,220.50691,-0.02058463357,1
40,30,139.1527484,13470.45496,16.83587843,129.1905216,-1.96460551,229.6305168,-0.02213151604,1
40,100,139.1527484,13470.45496,16.83587843,129.1905216,-1.96460551,298.0622697,-0.03313783829,1
40,300,139.1527484,13470.45496,16.83587843,129.1905216,-1.96460551,548.6250385,-0.07042701297,1
100,10,139.1527484,13470.45496,16.83587843,129.1905216,-1.96460551,323.6986596,-0.03709589512,1
100,30,139.1527484,13470.45496,16.83587843,129.1905216,-1.96460551,327.5979144,-0.03769283763,1
100,100,139.1527484,13470.45496,16.83587843,129.1905216,-1.96460551,367.0770271,-0.04367758648,1
100,300,139.1527484,13470.45496,16.83587843,129.1905216,-1.96460551,579.070998,-0.07484626324,1
250,10,139.1527484,13470.45496,16.83587843,129.1905216,-1.96460551,583.2103696,-0.07544619516,1
250,30,139.1527484,13470.45496,16.83587843,129.1905216,-1.96460551,584.7884764,-0.07567486197,1
250,100,139.1527484,13470.45496,16.83587843,129.1905216,-1.96460551,602.3521147,-0.07821792586,1
250,300,139.1527484,13470.45496,16.83587843,129.1905216,-1.96460551,734.4672115,-0.09725921901,1
4.8,10,159.3334456,14140.90078,251.9389307,225.8994503,3.454706119,175.4929358,0,1
4.8,30,159.3334456,14140.90078,251.9389307,225.8994503,3.454706119,222.7739512,0,1
4.8,100,159.3334456,14140.90078,251.9389307,225.8994503,3.454706119,391.1350193,0.04678250296,1
4.8,300,159.3334456,14140.90078,251.9389307,225.8994503,3.454706119,873.0227642,0.1803266497,1
12,10,159.3334456,14140.90078,251.9389307,225.8994503,3.454706119,181.824044,0,1
12,30,159.3334456,14140.90078,251.9389307,225.8994503,3.454706119,225.2258465,0,1
12,100,159.3334456,14140.90078,251.9389307,225.8994503,3.454706119,391.8862905,0.04699258275,1
12,300,159.3334456,14140.90078,251.9389307,225.8994503,3.454706119,873.2736672,0.1803959027,1
32.1,10,159.3334456,14140.90078,251.9389307,225.8994503,3.454706119,210.5970278,0,1
32.1,30,159.3334456,14140.90078,251.9389307,225.8994503,3.454706119,241.2039362,0.004413830265,1
32.1,100,159.3334456,14140.90078,251.9389307,225.8994503,3.454706119,397.3220724,0.04851221308,1
32.1,300,159.3334456,14140.90078,251.9389307,225.8994503,3.454706119,875.1096659,0.180902662,1
40,10,159.3334456,14140.90078,251.9389307,225.8994503,3.454706119,223.3537305,0,1
40,30,159.3334456,14140.90078,251.9389307,225.8994503,3.454706119,250.1345494,0.006977177184,1
40,100,159.3334456,14140.90078,251.9389307,225.8994503,3.454706119,400.7528215,0.0494709707,1
40,300,159.3334456,14140.90078,251.9389307,225.8994503,3.454706119,876.286994,0.1812276161,1
100,10,159.3334456,14140.90078,251.9389307,225.8994503,3.454706119,324.8735823,0.02819009543,1
100,30,159.3334456,14140.90078,251.9389307,225.8994503,3.454706119,337.68838,0.03179726476,1
100,100,159.3334456,14140.90078,251.9389307,225.8994503,3.454706119,446.7776567,0.06231054942,1
100,300,159.3334456,14140.90078,251.9389307,225.8994503,3.454706119,893.4331158,0.1859598019,1
250,10,159.3334456,14140.90078,251.9389307,225.8994503,3.454706119,583.6827986,0.1003358578,1
250,30,159.3334456,14140.90078,251.9389307,225.8994503,3.454706119,589.0067516,0.1018111701,1
250,100,159.3334456,14140.90078,251.9389307,225.8994503,3.454706119,645.5572394,0.1174709431,1
250,300,159.3334456,14140.90078,251.9389307,225.8994503,3.454706119,992.7293739,0.2133546208,1
4.8,10,137.7175832,13406.57962,136.885648,98.40764511,-4.793860615,177.0281435,-0.01296477386,1
4.8,30,137.7175832,13406.57962,136.885648,98.40764511,-4.793860615,227.5997735,-0.02038867085,1
4.8,100,137.7175832,13406.57962,136.885648,98.40764511,-4.793860615,407.3114337,-0.04573405094,1
4.8,300,137.7175832,13406.57962,136.885648,98.40764511,-4.793860615,921.5760527,-0.116689008,1
12,10,137.7175832,13406.57962,136.885648,98.40764511,-4.793860615,183.0666076,-0.01386741173,1
12,30,137.7175832,13406.57962,136.885648,98.40764511,-4.793860615,229.9037224,-0.02072123685,1
12,100,137.7175832,13406.57962,136.885648,98.40764511,-4.793860615,408.0156079,-0.04583207367,1
12,300,137.7175832,13406.57962,136.885648,98.40764511,-4.793860615,921.811172,-0.1167213218,1
32.1,10,137.7175832,13406.57962,136.885648,98.40764511,-4.793860615,211.2587181,-0.01801836116,1
32.1,30,137.7175832,13406.57962,136.885648,98.40764511,-4.793860615,245.0990791,-0.02290608669,1
32.1,100,137.7175832,13406.57962,136.885648,98.40764511,-4.793860615,413.1183838,-0.04654223175,1
32.1,300,137.7175832,13406.57962,136.885648,98.40764511,-4.793860615,923.5319742,-0.1169578198,1
40,10,137.7175832,13406.57962,136.885648,98.40764511,-4.793860615,223.9012892,-0.01985402108,1
40,30,137.7175832,13406.57962,136.885648,98.40764511,-4.793860615,253.6947677,-0.02413618024,1
40,100,137.7175832,13406.57962,136.885648,98.40764511,-4.793860615,416.3457413,-0.04699124371,1
40,300,137.7175832,13406.57962,136.885648,98.40764511,-4.793860615,924.6357113,-0.1171095103,1
100,10,137.7175832,13406.57962,136.885648,98.40764511,-4.793860615,325.1039707,-0.03424322299,1
100,30,137.7175832,13406.57962,136.885648,98.40764511,-4.793860615,339.6117213,-0.03627935082,1
100,100,137.7175832,13406.57962,136.885648,98.40764511,-4.793860615,460.0645963,-0.05306410221,1
100,300,137.7175832,13406.57962,136.885648,98.40764511,-4.793860615,940.7341432,-0.1193218505,1
250,10,137.7175832,13406.57962,136.885648,98.40764511,-4.793860615,583.7757491,-0.07018040884,1
250,30,137.7175832,13406.57962,136.885648,98.40764511,-4.793860615,589.8324736,-0.0710165901,1
